InvoiceNo,Category,Product,Quantity,UnitPrice,InvoiceDate,CustomerID,Country
11640,Home Decor,Sofa,6,470.93,2022-06-12 09:00:00,1756.0,Germany
17490,Clothing,Shoes,2,441.41,2022-04-01 09:00:00,1795.0,UK
19179,Groceries,Eggs,8,260.02,2022-03-20 06:00:00,1374.0,Canada
11218,Home Decor,Curtains,3,388.45,2022-09-26 22:00:00,1618.0,Australia
15016,Electronics,Smartphone,7,283.26,2022-07-10 10:00:00,1026.0,UK
16881,Electronics,Laptop,5,278.59,2022-03-05 03:00:00,1192.0,UK
19547,Groceries,Rice,3,61.8,2022-01-24 22:00:00,1929.0,UK
19752,Clothing,Cap,1,67.44,2022-04-30 11:00:00,1848.0,USA
19610,Home Decor,Lamp,8,267.12,2022-05-28 16:00:00,1356.0,France
10954,Clothing,Jeans,3,138.09,2022-07-06 13:00:00,1061.0,UK
19175,Electronics,Headphones,2,15.41,2022-01-03 23:00:00,1061.0,UK
17291,Clothing,Cap,1,362.81,2022-05-05 04:00:00,1421.0,Canada
10974,Electronics,Headphones,4,21.08,2022-08-17 20:00:00,1793.0,Canada
14133,Clothing,T-Shirt,8,299.66,2022-07-18 07:00:00,1632.0,Germany
15370,Groceries,Milk,3,271.9,2022-12-03 20:00:00,1791.0,Germany
13972,Books,Fiction,1,484.56,2022-01-02 15:00:00,1550.0,Canada
15295,Groceries,Eggs,4,244.69,2022-08-12 21:00:00,1379.0,France
19105,Groceries,Milk,9,36.48,2022-11-12 05:00:00,1276.0,Germany
18228,Books,Fiction,1,278.09,2022-03-21 04:00:00,1605.0,Australia
19903,Books,,2,421.34,2022-04-03 09:00:00,1430.0,Australia
13020,Home Decor,Chair,9,498.44,2022-07-19 20:00:00,1114.0,France
18987,Home Decor,Table,2,218.02,2022-07-11 22:00:00,1687.0,Canada
14036,Groceries,Butter,3,163.55,2022-02-23 11:00:00,1120.0,Germany
15068,Groceries,,7,453.79,2022-12-27 10:00:00,1524.0,UK
15233,Electronics,Smartphone,3,99.66,2022-02-03 23:00:00,1996.0,Canada
19516,Electronics,Headphones,9,309.64,2022-04-15 15:00:00,1898.0,Germany
10317,Home Decor,Curtains,6,205.83,2022-01-11 06:00:00,1415.0,France
12396,Home Decor,Chair,3,25.34,2022-07-21 01:00:00,1162.0,Australia
12162,Electronics,Smartphone,9,176.91,2022-09-29 12:00:00,1786.0,France
12745,Electronics,Headphones,-1,136.29,2022-01-18 08:00:00,1909.0,Germany
11591,Clothing,T-Shirt,3,344.62,2022-10-07 06:00:00,1687.0,France
16183,Clothing,Cap,1,474.65,2022-06-04 21:00:00,1981.0,Germany
13930,Electronics,Laptop,2,137.68,2022-01-05 11:00:00,1336.0,Germany
11312,Clothing,Cap,8,406.68,2022-07-08 01:00:00,1378.0,France
19477,Books,Textbook,7,32.4,2022-03-01 05:00:00,1323.0,USA
14311,Home Decor,Curtains,2,271.37,2022-10-31 11:00:00,1172.0,UK
17314,Home Decor,Curtains,2,39.92,2022-01-11 15:00:00,1999.0,Canada
12383,Electronics,Charger,9,467.35,2022-10-30 00:00:00,1786.0,Australia
13239,Groceries,Rice,6,384.34,2022-05-04 10:00:00,1063.0,UK
12139,Electronics,Headphones,5,330.69,2022-04-06 02:00:00,1100.0,Canada
11704,Clothing,Jeans,6,412.83,2022-12-15 20:00:00,1321.0,Canada
16924,Groceries,Bread,9,325.52,2022-03-03 13:00:00,1974.0,Australia
10362,Clothing,Cap,7,484.63,2022-07-26 08:00:00,1065.0,UK
12604,Books,Non-Fiction,9,358.41,2022-09-03 00:00:00,1842.0,Australia
19908,Clothing,T-Shirt,4,462.71,2022-08-22 00:00:00,1556.0,Germany
14286,Books,Comics,2,260.98,2022-10-23 11:00:00,1598.0,Australia
13738,Books,Textbook,8,62.95,2022-01-25 15:00:00,1457.0,France
12469,Clothing,Shoes,4,266.45,2022-09-19 13:00:00,1578.0,USA
14795,Clothing,Cap,9,67.8,2022-04-05 04:00:00,1452.0,USA
16150,Books,Textbook,4,298.28,2022-01-15 11:00:00,1258.0,USA
10556,Groceries,Butter,8,243.83,2022-12-15 05:00:00,1933.0,UK
19017,Books,Biography,9,313.17,2022-07-29 16:00:00,1716.0,UK
12808,Home Decor,Table,9,9.97,2022-07-05 03:00:00,1425.0,Germany
15150,Books,Textbook,4,101.45,2022-10-14 05:00:00,1978.0,USA
17561,Groceries,Eggs,1,248.21,2022-08-26 08:00:00,1935.0,Germany
12719,Home Decor,Curtains,3,475.5,2022-05-07 14:00:00,,USA
16506,Electronics,Headphones,-1,194.89,2022-04-29 13:00:00,1930.0,UK
13741,Electronics,Smartphone,4,215.06,2022-11-24 16:00:00,1279.0,France
19766,Groceries,Rice,5,358.77,2022-10-03 09:00:00,1343.0,France
13998,Books,Textbook,7,303.88,2022-02-22 17:00:00,1016.0,France
12403,Clothing,Jeans,5,152.97,2022-04-05 18:00:00,1295.0,Australia
18780,Groceries,Rice,4,208.35,2022-04-13 22:00:00,1201.0,France
19739,Home Decor,Chair,2,112.76,2022-04-18 09:00:00,1961.0,Canada
10294,Home Decor,Chair,2,483.18,2022-06-02 12:00:00,1683.0,USA
15343,Electronics,Laptop,4,69.66,2022-02-14 12:00:00,1918.0,France
19882,Home Decor,Sofa,9,189.06,2022-08-21 23:00:00,1773.0,Canada
11136,Groceries,Milk,8,17.79,2022-09-06 22:00:00,1193.0,Canada
12064,Home Decor,Chair,3,114.78,2022-07-21 05:00:00,1148.0,Canada
17009,Groceries,Bread,9,391.33,2022-03-23 06:00:00,1374.0,Germany
14543,Clothing,Shoes,5,104.58,2022-12-12 03:00:00,1887.0,Germany
11007,Electronics,Smartphone,3,44.63,2022-05-09 21:00:00,1034.0,Canada
15445,Home Decor,Curtains,5,239.85,2022-08-10 07:00:00,1368.0,Australia
15352,Groceries,Bread,4,9.93,2022-02-27 19:00:00,1028.0,France
19439,Books,Fiction,8,46.96,2022-06-28 02:00:00,1774.0,USA
11435,Electronics,Charger,5,404.77,2022-04-06 05:00:00,1220.0,Australia
10571,Clothing,Jacket,8,386.88,2022-05-14 14:00:00,1052.0,UK
12382,Groceries,Milk,9,457.99,2022-05-02 20:00:00,1932.0,Germany
19437,Clothing,Cap,4,427.99,2022-10-21 13:00:00,1790.0,France
15084,Clothing,Jeans,7,343.17,2022-12-19 23:00:00,1352.0,France
10277,Home Decor,Chair,2,30.9,2022-03-09 10:00:00,1391.0,UK
17059,Home Decor,Chair,6,392.51,2022-12-23 18:00:00,1075.0,UK
11887,Groceries,Eggs,8,423.53,2022-09-03 16:00:00,1493.0,France
11265,Books,Textbook,7,400.55,2022-11-23 19:00:00,1687.0,UK
17491,Groceries,Bread,7,256.7,2022-10-22 07:00:00,1521.0,France
11040,Books,Fiction,8,120.29,2022-12-20 23:00:00,1974.0,Australia
19109,Clothing,Jacket,7,423.44,2022-02-26 04:00:00,1116.0,UK
18073,Electronics,Charger,5,364.95,2022-08-20 12:00:00,1279.0,Australia
19077,Groceries,Rice,7,490.48,2022-08-09 09:00:00,1729.0,Australia
12752,Groceries,Milk,3,82.07,2022-04-11 22:00:00,1174.0,UK
18213,Books,Fiction,5,116.7,2022-06-01 04:00:00,1745.0,France
14569,Clothing,Cap,7,109.84,2022-04-12 04:00:00,1948.0,Canada
16353,Clothing,Jeans,9,397.31,2022-05-07 09:00:00,1763.0,France
12353,Books,Textbook,2,97.52,2022-09-14 13:00:00,1294.0,USA
17437,Clothing,Cap,4,38.0,2022-12-29 03:00:00,1450.0,UK
14799,Home Decor,Table,7,499.29,2022-11-22 13:00:00,1833.0,Germany
10686,Electronics,Keyboard,1,17.28,2022-02-28 22:00:00,1517.0,UK
18476,Groceries,Milk,2,418.45,2022-10-07 12:00:00,1020.0,USA
14811,Electronics,Laptop,9,185.86,2022-12-30 09:00:00,1072.0,Australia
18954,Groceries,Rice,7,421.6,2022-10-04 11:00:00,1841.0,Germany
15346,Home Decor,Table,7,279.54,2022-05-31 21:00:00,1035.0,Germany
15043,Clothing,Jacket,6,451.31,2022-08-10 11:00:00,1506.0,France
12428,Books,Biography,3,463.47,2022-02-01 10:00:00,1898.0,Canada
15126,Home Decor,Lamp,3,9.5,2022-04-08 19:00:00,1232.0,France
18220,Electronics,Headphones,2,42.33,2022-01-31 06:00:00,1727.0,Germany
19098,Books,Biography,6,128.93,2022-07-25 03:00:00,1981.0,Germany
17813,Clothing,Shoes,4,336.31,2022-04-21 09:00:00,1496.0,Canada
19645,Home Decor,Curtains,5,444.69,2022-04-28 07:00:00,1205.0,UK
13356,Books,Fiction,3,232.67,2022-05-17 15:00:00,,Canada
18707,Home Decor,Lamp,6,305.45,2022-05-05 08:00:00,1940.0,Australia
17266,Home Decor,Lamp,3,98.31,2022-06-08 15:00:00,1043.0,France
16540,Clothing,Cap,-1,403.46,2022-11-25 04:00:00,1090.0,UK
10038,Groceries,Milk,9,483.83,2022-09-12 03:00:00,1928.0,France
13342,Books,Comics,4,137.96,2022-01-26 07:00:00,1827.0,Canada
19078,Clothing,Shoes,9,249.94,2022-09-15 01:00:00,1469.0,UK
12844,Home Decor,Lamp,7,47.63,2022-11-21 14:00:00,1604.0,Canada
11098,Clothing,Jacket,3,281.77,2022-08-21 05:00:00,1466.0,Australia
17027,Groceries,Bread,7,253.88,2022-01-27 10:00:00,1850.0,USA
11823,Books,Textbook,1,76.5,2022-02-14 18:00:00,1453.0,Germany
13155,Groceries,Milk,3,223.82,2022-03-21 18:00:00,1594.0,UK
13093,Electronics,Headphones,6,170.38,2022-01-25 12:00:00,1332.0,Germany
15658,Books,Fiction,4,263.31,2022-05-15 15:00:00,1506.0,USA
13778,Groceries,Bread,7,294.9,2022-09-22 15:00:00,1793.0,UK
12896,Home Decor,Lamp,3,9.21,2022-06-09 22:00:00,1469.0,Germany
10988,Books,Non-Fiction,1,381.7,2022-03-24 05:00:00,1020.0,Germany
14116,Books,Comics,9,357.94,2022-07-30 04:00:00,1227.0,UK
16446,Clothing,Jacket,6,186.31,2022-09-12 07:00:00,1375.0,Germany
14179,Home Decor,Table,8,31.2,2022-10-06 11:00:00,1129.0,Germany
11682,Electronics,Headphones,3,378.69,2022-09-01 05:00:00,1686.0,UK
15626,Groceries,Rice,8,477.81,2022-10-10 15:00:00,1619.0,Germany
17424,Clothing,T-Shirt,2,123.88,2022-08-22 02:00:00,1413.0,Germany
10933,Groceries,Bread,-1,165.14,2022-06-09 06:00:00,1794.0,France
13598,Electronics,Keyboard,3,95.99,2022-05-22 05:00:00,1070.0,Australia
11980,Electronics,Keyboard,1,290.58,2022-09-04 10:00:00,1403.0,France
13056,Books,Fiction,7,81.65,2022-03-16 04:00:00,1561.0,USA
18984,Electronics,Headphones,2,181.32,2022-06-03 16:00:00,1606.0,France
10791,Groceries,Rice,4,350.02,2022-10-28 11:00:00,1790.0,France
15390,Home Decor,Table,9,282.26,2022-07-29 21:00:00,1396.0,USA
16635,Home Decor,Table,6,196.3,2022-09-21 07:00:00,1336.0,Germany
12255,Books,Comics,8,213.02,2022-12-27 00:00:00,1643.0,Germany
13610,Groceries,Rice,2,283.24,2022-01-04 09:00:00,1504.0,France
11607,Groceries,Bread,7,7.9,2022-09-19 14:00:00,1909.0,USA
15179,Electronics,Headphones,6,43.86,2022-10-19 15:00:00,1275.0,Germany
16573,Groceries,,9,441.22,2022-02-28 14:00:00,1891.0,Canada
10984,Clothing,Cap,-1,43.55,2022-11-05 18:00:00,1012.0,UK
15776,Electronics,Headphones,1,354.87,2022-03-03 16:00:00,1002.0,UK
13676,Clothing,T-Shirt,-1,460.42,2022-05-30 22:00:00,1985.0,Australia
13380,Books,Comics,3,138.99,2022-11-30 01:00:00,1985.0,UK
18711,Home Decor,Chair,2,188.39,2022-06-24 07:00:00,1977.0,France
18782,Books,Comics,3,286.62,2022-06-03 08:00:00,1223.0,UK
11050,Home Decor,Chair,6,441.45,2022-11-15 12:00:00,1973.0,UK
13633,Books,Non-Fiction,3,471.24,2022-06-29 14:00:00,1174.0,Canada
16342,Groceries,Butter,5,371.08,2022-03-15 06:00:00,1898.0,Germany
10959,Clothing,Jeans,6,47.88,2022-04-19 07:00:00,1384.0,Canada
16059,Home Decor,Table,8,336.23,2022-08-23 00:00:00,1601.0,France
18884,Electronics,Keyboard,7,208.1,2022-08-31 05:00:00,1919.0,UK
15655,Clothing,Shoes,8,238.0,2022-06-10 13:00:00,1240.0,Germany
14473,Electronics,Headphones,3,29.33,2022-04-06 12:00:00,1546.0,Australia
12946,Clothing,Shoes,4,99.58,2022-03-04 13:00:00,1013.0,Australia
17725,Clothing,T-Shirt,6,396.3,2022-12-17 22:00:00,1194.0,UK
10526,Books,Comics,7,229.71,2022-11-11 14:00:00,1396.0,UK
13224,Home Decor,Chair,9,154.32,2022-06-27 02:00:00,1430.0,Australia
11875,Home Decor,Lamp,1,195.09,2022-10-19 07:00:00,1305.0,Australia
11763,Clothing,Jacket,8,427.93,2022-01-05 18:00:00,1333.0,France
18712,Groceries,Milk,8,375.75,2022-07-03 14:00:00,,UK
15797,Groceries,Rice,6,139.8,2022-04-08 19:00:00,1409.0,Australia
19208,Electronics,Keyboard,4,63.16,2022-02-13 09:00:00,1002.0,USA
17099,Electronics,Charger,3,129.74,2022-10-16 15:00:00,1690.0,Australia
15109,Books,Textbook,3,460.77,2022-01-01 11:00:00,1551.0,Germany
16644,Clothing,Jeans,6,292.89,2022-11-29 12:00:00,1451.0,Germany
10116,Electronics,Charger,8,269.07,2022-11-24 23:00:00,1675.0,USA
12433,Electronics,Laptop,7,300.21,2022-09-23 15:00:00,1818.0,France
15463,Clothing,Shoes,1,186.18,2022-10-23 18:00:00,1746.0,UK
10583,Books,Comics,6,404.52,2022-06-03 04:00:00,1768.0,UK
18586,Electronics,Charger,7,264.03,2022-09-12 13:00:00,1871.0,Australia
13788,Books,Biography,7,62.79,2022-08-13 21:00:00,1494.0,Germany
14167,Home Decor,Chair,9,68.89,2022-05-08 17:00:00,1416.0,France
18465,Books,Fiction,5,270.75,2022-03-26 20:00:00,1390.0,France
11389,Groceries,Rice,1,468.6,2022-05-07 22:00:00,1372.0,France
18357,Groceries,Bread,2,157.63,2022-01-23 12:00:00,1627.0,Australia
19759,Books,Fiction,4,435.42,2022-01-04 04:00:00,1051.0,UK
16154,Groceries,Milk,5,383.23,2022-05-08 19:00:00,1375.0,France
15420,Home Decor,Sofa,9,127.67,2022-01-01 23:00:00,1394.0,Australia
18920,Clothing,Shoes,1,22.99,2022-08-02 22:00:00,1922.0,Australia
12043,Groceries,Butter,3,55.41,2022-01-29 03:00:00,1141.0,USA
14197,Groceries,Bread,5,365.6,2022-10-05 20:00:00,1085.0,Canada
13496,Books,Comics,3,103.84,2022-06-27 19:00:00,1463.0,France
10778,Home Decor,Sofa,4,188.78,2022-09-07 12:00:00,1045.0,Canada
10213,Clothing,Jeans,3,253.34,2022-11-15 20:00:00,1843.0,UK
13762,Books,Non-Fiction,4,364.11,2022-12-28 16:00:00,1237.0,Australia
19768,Books,Textbook,1,61.05,2022-03-03 21:00:00,1009.0,France
16731,Home Decor,Lamp,8,206.15,2022-06-02 11:00:00,1663.0,Germany
13117,Clothing,T-Shirt,4,245.11,2022-04-11 19:00:00,1572.0,UK
15791,Home Decor,Lamp,7,272.71,2022-11-19 12:00:00,1529.0,USA
18783,Clothing,Jeans,2,410.09,2022-10-25 15:00:00,1597.0,USA
12720,Home Decor,Lamp,2,89.98,2022-05-26 15:00:00,1648.0,Canada
18905,Books,Non-Fiction,6,404.88,2022-02-01 12:00:00,1912.0,Australia
19127,Books,Comics,2,347.97,2022-12-19 00:00:00,1741.0,Canada
16047,Electronics,Laptop,6,280.16,2022-03-16 03:00:00,1639.0,Germany
18032,Groceries,Milk,2,351.27,2022-09-28 07:00:00,1615.0,Germany
10001,Home Decor,Table,4,208.95,2022-01-11 18:00:00,1697.0,USA
16368,Electronics,Charger,7,73.51,2022-06-19 19:00:00,1908.0,France
11949,Groceries,Butter,8,334.55,2022-12-21 02:00:00,1177.0,USA
16732,Home Decor,Sofa,3,264.71,2022-11-30 22:00:00,1868.0,USA
17833,Clothing,T-Shirt,9,321.49,2022-02-16 14:00:00,1005.0,Germany
10917,Groceries,Bread,2,172.31,2022-11-14 23:00:00,1852.0,Canada
13174,Books,Fiction,8,453.9,2022-05-06 17:00:00,,Germany
17014,Electronics,Laptop,8,295.75,2022-06-30 21:00:00,1547.0,Australia
10089,Groceries,Butter,4,47.27,2022-03-11 02:00:00,,Germany
11709,Groceries,Butter,1,227.65,2022-12-16 02:00:00,1355.0,Germany
13041,Books,Fiction,1,379.4,2022-03-16 21:00:00,1792.0,USA
10105,Home Decor,Lamp,2,398.1,2022-02-02 16:00:00,1394.0,France
19078,Clothing,Jeans,9,249.83,2022-08-26 03:00:00,1299.0,USA
18619,Books,Comics,2,447.9,2022-05-14 04:00:00,1525.0,UK
11895,Clothing,T-Shirt,2,137.5,2022-12-22 12:00:00,1748.0,Germany
16090,Home Decor,Lamp,6,208.25,2022-01-24 10:00:00,1284.0,Germany
18508,Groceries,Bread,7,449.81,2022-07-17 18:00:00,1329.0,UK
16082,Clothing,Cap,7,448.65,2022-05-05 23:00:00,1049.0,Germany
10634,Electronics,Laptop,9,344.43,2022-02-19 17:00:00,1772.0,Germany
11925,Electronics,Headphones,6,430.2,2022-01-03 20:00:00,1967.0,Australia
12056,Books,Comics,8,48.94,2022-08-25 15:00:00,1621.0,Germany
16917,Home Decor,Table,6,433.17,2022-04-12 04:00:00,1708.0,UK
13144,Books,Textbook,2,163.71,2022-09-16 08:00:00,1377.0,USA
19631,Books,Textbook,1,93.27,2022-08-13 20:00:00,1763.0,Germany
10552,Books,Textbook,5,123.49,2022-10-19 09:00:00,1599.0,France
18907,Electronics,Headphones,9,211.89,2022-05-30 22:00:00,1999.0,UK
15383,Electronics,Keyboard,8,129.34,2022-01-24 21:00:00,1824.0,Canada
13911,Books,Fiction,-1,163.68,2022-06-25 14:00:00,1537.0,Australia
19905,Electronics,Smartphone,5,71.81,2022-11-15 04:00:00,1773.0,UK
13389,Home Decor,Curtains,5,151.61,2022-03-03 14:00:00,1143.0,USA
19299,Books,Biography,6,288.28,2022-09-13 07:00:00,1059.0,UK
18442,Electronics,Laptop,3,223.72,2022-10-06 04:00:00,1867.0,Canada
12430,Clothing,T-Shirt,5,176.63,2022-04-02 12:00:00,1779.0,Australia
10458,Books,Fiction,2,374.49,2022-12-07 06:00:00,1074.0,France
10207,Books,Fiction,1,447.29,2022-09-10 02:00:00,1002.0,Canada
10899,Home Decor,Table,1,379.61,2022-07-13 18:00:00,1574.0,UK
10021,Groceries,Milk,7,169.34,2022-12-20 12:00:00,1747.0,Canada
18601,Groceries,Milk,2,373.5,2022-07-08 14:00:00,1447.0,UK
10894,Home Decor,Sofa,4,80.23,2022-07-03 20:00:00,1957.0,France
10514,Home Decor,Sofa,5,69.51,2022-08-15 19:00:00,1740.0,France
17294,Home Decor,Table,7,176.09,2022-04-19 01:00:00,1901.0,USA
14904,Groceries,Butter,2,404.81,2022-10-13 12:00:00,1274.0,France
17867,Home Decor,,6,126.94,2022-10-04 05:00:00,1529.0,Germany
14109,Electronics,Charger,1,36.31,2022-06-11 05:00:00,1591.0,Canada
17179,Books,Comics,7,70.2,2022-11-29 03:00:00,,Canada
11560,Books,Non-Fiction,9,430.08,2022-11-22 22:00:00,1682.0,UK
11266,Clothing,Jeans,5,318.72,2022-05-05 13:00:00,1484.0,France
13638,Clothing,Jeans,5,130.33,2022-10-22 06:00:00,1328.0,USA
18941,Books,Non-Fiction,4,279.87,2022-08-11 12:00:00,1254.0,USA
13427,Electronics,Charger,3,266.15,2022-06-09 07:00:00,1386.0,USA
14780,Groceries,Rice,9,329.44,2022-06-13 20:00:00,1125.0,Australia
11927,Groceries,Eggs,5,120.43,2022-12-23 10:00:00,1766.0,Germany
12356,Electronics,Keyboard,8,432.88,2022-04-12 05:00:00,1583.0,France
14790,Groceries,Eggs,9,158.14,2022-11-07 04:00:00,1549.0,USA
10306,Home Decor,Curtains,5,348.6,2022-10-25 19:00:00,1323.0,Germany
17979,Books,Comics,9,12.98,2022-11-14 23:00:00,1203.0,Canada
13665,Books,Comics,2,189.47,2022-05-30 22:00:00,1171.0,UK
17057,Electronics,Keyboard,9,179.1,2022-06-30 09:00:00,1734.0,France
10661,Groceries,Bread,4,274.02,2022-10-07 22:00:00,1216.0,France
14644,Clothing,Shoes,6,41.0,2022-12-09 10:00:00,1244.0,Australia
18503,Clothing,Cap,6,396.12,2022-01-04 20:00:00,1335.0,Canada
12920,Groceries,Eggs,6,112.8,2022-12-21 04:00:00,1702.0,France
19274,Clothing,Shoes,2,340.13,2022-01-03 03:00:00,1297.0,Australia
18946,Electronics,Laptop,7,402.59,2022-01-14 06:00:00,1831.0,Australia
16236,Electronics,Charger,6,283.13,2022-08-26 00:00:00,1181.0,Australia
16078,Groceries,,1,371.74,2022-10-20 10:00:00,1333.0,France
10352,Clothing,Shoes,2,332.62,2022-10-28 10:00:00,1510.0,France
19094,Electronics,Charger,7,180.99,2022-06-14 20:00:00,1382.0,France
17005,Electronics,Keyboard,1,405.38,2022-09-10 09:00:00,1716.0,Germany
10158,Home Decor,Chair,1,150.88,2022-10-14 11:00:00,1872.0,Australia
10956,Home Decor,,1,287.75,2022-07-04 15:00:00,1198.0,Germany
12071,Electronics,Headphones,8,373.97,2022-03-05 13:00:00,1331.0,UK
18595,Groceries,Milk,4,192.58,2022-10-21 11:00:00,1164.0,France
19579,Books,Biography,4,154.87,2022-02-23 06:00:00,1241.0,Canada
13453,Books,Biography,2,232.38,2022-12-29 17:00:00,1899.0,USA
16675,Electronics,Smartphone,1,409.89,2022-09-13 05:00:00,1641.0,UK
10955,Electronics,Smartphone,9,465.31,2022-11-25 02:00:00,1226.0,USA
16295,Electronics,Laptop,7,274.82,2022-10-15 12:00:00,1633.0,USA
11712,Groceries,Butter,4,332.43,2022-04-15 04:00:00,1555.0,France
14703,Home Decor,Curtains,6,452.12,2022-05-25 08:00:00,1450.0,Canada
16563,Electronics,Keyboard,2,53.78,2022-04-05 03:00:00,1195.0,USA
19465,Electronics,Charger,7,119.88,2022-11-09 08:00:00,1869.0,Australia
15631,Clothing,Jacket,2,355.91,2022-04-21 19:00:00,1203.0,USA
19633,Groceries,Milk,8,412.75,2022-01-11 15:00:00,1978.0,UK
19989,Electronics,Smartphone,8,429.23,2022-03-04 14:00:00,1457.0,Canada
11394,Clothing,Cap,1,210.48,2022-07-14 00:00:00,1829.0,Canada
19461,Books,Biography,8,49.22,2022-08-15 06:00:00,1256.0,USA
14732,Electronics,Charger,2,221.7,2022-12-25 06:00:00,1528.0,Canada
13714,Electronics,Headphones,6,119.21,2022-05-13 08:00:00,1271.0,UK
10529,Clothing,Shoes,1,149.14,2022-03-19 12:00:00,1008.0,UK
12958,Groceries,Bread,5,387.27,2022-09-14 14:00:00,1760.0,UK
17904,Electronics,,7,42.39,2022-08-30 22:00:00,1948.0,Australia
13591,Books,Fiction,1,414.65,2022-07-01 10:00:00,1200.0,France
16895,Electronics,Headphones,2,216.7,2022-01-31 02:00:00,1058.0,USA
19131,Books,Comics,7,300.05,2022-11-12 19:00:00,1886.0,Canada
10525,Home Decor,Curtains,6,49.38,2022-01-26 13:00:00,1392.0,UK
16477,Home Decor,Table,3,171.99,2022-05-19 19:00:00,1651.0,USA
10001,Books,Comics,2,49.4,2022-08-30 06:00:00,1118.0,USA
10374,Groceries,Milk,4,480.96,2022-05-10 20:00:00,1552.0,France
14648,Electronics,Keyboard,3,404.59,2022-01-14 18:00:00,1398.0,Australia
12365,Electronics,Headphones,7,232.52,2022-04-03 04:00:00,1833.0,Canada
11525,Home Decor,Table,8,115.68,2022-08-17 21:00:00,1330.0,Australia
11646,Books,Biography,2,467.06,2022-10-29 08:00:00,1266.0,Canada
10013,Electronics,Laptop,7,175.58,2022-08-22 22:00:00,1519.0,UK
14599,Electronics,Headphones,8,84.69,2022-09-04 09:00:00,1694.0,UK
12278,Groceries,Eggs,6,283.77,2022-09-04 09:00:00,1479.0,USA
13155,Clothing,Shoes,6,472.17,2022-08-22 19:00:00,1133.0,Canada
18321,Home Decor,Table,1,6.9,2022-01-14 07:00:00,1692.0,Canada
13814,Home Decor,Sofa,4,122.87,2022-12-03 21:00:00,1915.0,Australia
13216,Clothing,Shoes,1,469.53,2022-06-25 00:00:00,1934.0,UK
18219,Electronics,Charger,4,89.69,2022-07-19 15:00:00,1354.0,Germany
12113,Groceries,Butter,2,61.06,2022-01-14 17:00:00,1583.0,USA
19444,Groceries,Eggs,5,287.24,2022-10-08 22:00:00,1497.0,Canada
14356,Home Decor,Sofa,9,431.61,2022-07-24 20:00:00,1624.0,France
15543,Groceries,Milk,3,241.17,2022-03-16 17:00:00,1106.0,France
14555,Clothing,Jeans,8,497.31,2022-09-27 01:00:00,1289.0,Germany
17062,Electronics,Charger,3,341.19,2022-12-05 13:00:00,1824.0,UK
13374,Clothing,T-Shirt,6,41.67,2022-08-26 15:00:00,1628.0,UK
16430,Books,Fiction,4,496.45,2022-09-15 02:00:00,1631.0,UK
13466,Home Decor,Sofa,8,206.91,2022-10-04 20:00:00,1146.0,Australia
13081,Groceries,Bread,6,147.26,2022-11-06 04:00:00,1326.0,France
10629,Books,Comics,8,281.15,2022-06-23 03:00:00,1414.0,UK
10269,Groceries,Butter,1,155.63,2022-12-17 11:00:00,1209.0,France
15724,Electronics,Headphones,6,47.8,2022-04-19 19:00:00,1295.0,Germany
15897,Electronics,Keyboard,1,5.71,2022-08-26 03:00:00,1397.0,USA
13432,Electronics,Headphones,1,227.54,2022-04-19 01:00:00,1102.0,Australia
19472,Groceries,Rice,8,419.25,2022-01-04 23:00:00,1635.0,Canada
16276,Books,Fiction,7,288.3,2022-09-09 17:00:00,1756.0,Germany
15895,Electronics,Laptop,3,499.61,2022-07-30 23:00:00,1507.0,France
17115,Books,Fiction,6,146.99,2022-12-18 13:00:00,1890.0,Germany
16656,Groceries,Butter,9,143.83,2022-05-20 13:00:00,1867.0,Canada
10575,Books,Fiction,7,84.08,2022-11-15 12:00:00,1208.0,Australia
17029,Groceries,Butter,3,86.21,2022-10-01 08:00:00,1932.0,USA
16099,Groceries,Bread,6,146.17,2022-08-07 15:00:00,1427.0,Canada
19499,Home Decor,Table,4,397.46,2022-08-12 04:00:00,1392.0,Australia
13192,Groceries,Eggs,3,453.35,2022-06-19 21:00:00,1825.0,France
13178,Groceries,Bread,9,487.67,2022-07-24 02:00:00,1915.0,Canada
16052,Clothing,T-Shirt,2,119.98,2022-03-01 01:00:00,1108.0,Germany
12734,Electronics,Smartphone,1,441.24,2022-01-05 14:00:00,1888.0,UK
16116,Home Decor,Chair,2,167.49,2022-12-12 01:00:00,1347.0,Germany
13568,Home Decor,Table,7,60.86,2022-11-04 23:00:00,1049.0,France
19847,Home Decor,Curtains,1,435.66,2022-08-02 20:00:00,1915.0,USA
19771,Clothing,Jacket,6,319.87,2022-04-15 08:00:00,1104.0,Canada
12203,Groceries,Milk,7,86.54,2022-12-12 09:00:00,1419.0,USA
11390,Electronics,Smartphone,9,217.77,2022-08-07 07:00:00,1372.0,France
11742,Books,Non-Fiction,8,147.19,2022-01-13 04:00:00,1026.0,Canada
11925,Groceries,Milk,6,369.71,2022-03-14 06:00:00,1967.0,Australia
10619,Clothing,Jacket,3,229.44,2022-08-02 08:00:00,1799.0,Australia
11274,Groceries,Milk,8,494.69,2022-09-24 09:00:00,1768.0,Germany
10956,Groceries,Eggs,7,32.1,2022-04-02 12:00:00,1272.0,Germany
11939,Clothing,Shoes,3,180.73,2022-05-25 10:00:00,1648.0,France
13953,Home Decor,Sofa,9,243.54,2022-03-21 10:00:00,1339.0,Australia
